EmployeeID,FirstName,LastName,Gender,DateOfBirth,Age,Department,JobRole,EmploymentType,HireDate,ExperienceYears,Team,Manager,Branch,Location,Email,PhoneNumber,AttendanceDate,DayOfWeek,Month,Quarter,Year,Shift,PreferredShift,AttendanceStatus,ClockInTime,ClockOutTime,WorkingHours,BreakHours,OvertimeHours,LateMinutes,EarlyDepartureMinutes,ProductivityScore,PerformanceRating,TasksAssigned,TasksCompleted,AttendanceRate,UtilizationRate,CapacityUtilization,EfficiencyScore,LeaveBalance,AbsenceCount,CustomerOrders,DailySales,WorkloadIndex,CurrentCapacity,RequiredCapacity,AvailableHeadroom,CapacityLoad,PeakUtilization,ScalingEvents,PublicHoliday,Weekend,WeatherCondition,Season,SpecialEvent,HistoricalDemand,WorkforceDemand,WorkforceStatus,AlertLevel,NotificationType,ProcessingStatus,LastUpdated
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-11,Thursday,1.0,1.0,2024.0,Morning,Morning,Present,07:09,16:09,8.1,0.9,0.0,0.0,0.0,60.0,1.0,36.0,20.0,63.6,102.0,93.4,40.0,23.0,0.0,5953.0,239483.2,60.1,237.0,233.0,4.0,98.3,71.0,0.0,No,No,Rainy,Winter,,114.7,99.5,Balanced,Low,Routine Update,Completed,2024-01-11T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-12,Friday,1.0,1.0,2024.0,Morning,Morning,Present,07:19,17:43,9.1,1.3,0.0,0.0,0.0,60.0,1.0,36.0,21.0,66.7,113.3,102.6,41.2,23.0,0.0,5990.0,240430.56,59.0,228.0,229.0,-1.0,100.4,70.0,0.0,No,No,Rainy,Winter,,106.3,98.1,Balanced,Medium,Attendance Monitoring,Completed,2024-01-12T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-13,Saturday,1.0,1.0,2024.0,Morning,Morning,Absent,,,,,,,,,,0.0,0.0,61.5,,,,23.0,1.0,6187.0,238774.93,63.1,237.0,235.0,2.0,99.2,74.0,0.0,No,Yes,Rainy,Winter,,122.1,105.9,Balanced,Medium,Attendance Monitoring,Completed,2024-01-13T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-14,Sunday,1.0,1.0,2024.0,Morning,Morning,Present,07:07,14:55,7.0,0.8,0.0,0.0,0.0,63.7,1.0,37.0,23.0,64.3,88.7,80.1,46.6,23.0,1.0,6113.0,271883.35,63.2,236.0,237.0,-1.0,100.4,72.6,0.0,No,Yes,Sunny,Winter,,116.5,105.5,Balanced,Medium,Attendance Monitoring,Completed,2024-01-14T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-15,Monday,1.0,1.0,2024.0,Morning,Morning,Present,07:22,18:15,8.8,1.1,1.1,0.0,7.0,60.8,1.0,37.0,21.0,66.7,108.0,111.1,40.6,23.0,1.0,6202.0,234712.04,61.0,236.0,232.0,4.0,98.3,72.3,0.0,No,No,Cloudy,Winter,,105.8,106.6,Balanced,Medium,Attendance Monitoring,Completed,2024-01-15T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-16,Tuesday,1.0,1.0,2024.0,Morning,Morning,Present,07:28,18:22,9.2,1.0,0.7,24.0,0.0,60.0,1.0,33.0,19.0,68.8,115.1,107.0,40.6,23.0,1.0,6084.0,242969.56,62.4,236.0,233.0,3.0,98.7,73.9,0.0,No,No,Cloudy,Winter,,95.7,105.0,Balanced,Medium,Attendance Monitoring,Completed,2024-01-16T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-17,Wednesday,1.0,1.0,2024.0,Morning,Morning,Present,07:01,15:11,7.7,0.8,0.0,0.0,20.0,64.8,2.0,36.0,23.0,70.6,95.7,84.0,48.7,23.0,1.0,6014.0,251635.89,57.5,223.0,229.0,-6.0,102.7,71.4,0.0,No,No,Cloudy,Winter,,102.2,100.3,Balanced,Medium,Attendance Monitoring,Completed,2024-01-17T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-18,Thursday,1.0,1.0,2024.0,Morning,Morning,Present,07:48,18:12,9.5,0.9,0.0,29.0,0.0,63.0,2.0,31.0,20.0,72.2,118.2,109.4,47.8,23.0,1.0,5893.0,248248.01,58.2,229.0,234.0,-5.0,102.2,73.5,0.0,No,No,Cloudy,Winter,,99.5,99.7,Balanced,Medium,Attendance Monitoring,Completed,2024-01-18T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-19,Friday,1.0,1.0,2024.0,Evening,Morning,Present,15:24,01:24,9.1,1.2,0.0,0.0,18.0,65.9,1.0,36.0,23.0,73.7,117.0,102.5,49.5,23.0,1.0,6099.0,270819.14,59.8,226.0,230.0,-4.0,101.8,71.0,0.0,No,No,Cloudy,Winter,,98.1,103.2,Balanced,Medium,Attendance Monitoring,Completed,2024-01-19T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-20,Saturday,1.0,1.0,2024.0,Morning,Morning,Absent,,,,,,,,,,0.0,0.0,70.0,,,,23.0,2.0,6543.0,269603.58,70.1,237.0,235.0,2.0,99.2,74.1,0.0,No,Yes,Sunny,Winter,,105.9,113.7,Balanced,Medium,Attendance Monitoring,Completed,2024-01-20T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-21,Sunday,1.0,1.0,2024.0,Morning,Morning,Leave,,,,,,,,,,0.0,0.0,66.7,,,,23.0,2.0,6525.0,276912.35,66.4,235.0,242.0,-7.0,103.0,74.8,0.0,No,Yes,Cloudy,Winter,,105.5,114.6,Balanced,Medium,Attendance Monitoring,Completed,2024-01-21T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-22,Monday,1.0,1.0,2024.0,Morning,Morning,Present,07:23,16:29,8.1,1.0,0.0,0.0,0.0,60.0,1.0,36.0,22.0,68.2,103.8,90.1,43.1,23.0,2.0,6061.0,252422.44,63.5,219.0,229.0,-10.0,104.6,71.3,0.0,No,No,Cloudy,Winter,,106.6,103.9,Balanced,Medium,Attendance Monitoring,Completed,2024-01-22T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-23,Tuesday,1.0,1.0,2024.0,Morning,Morning,Present,07:25,15:43,7.2,1.1,0.0,0.0,0.0,65.7,2.0,33.0,22.0,69.6,89.2,79.1,51.5,23.0,2.0,6121.0,268772.42,62.2,228.0,232.0,-4.0,101.8,70.0,0.0,No,No,Rainy,Winter,,105.0,104.1,Balanced,Medium,Attendance Monitoring,Completed,2024-01-23T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-24,Wednesday,1.0,1.0,2024.0,Morning,Morning,Leave,,,,,,,,,,0.0,0.0,66.7,,,,22.0,2.0,5853.0,218977.29,57.2,225.0,228.0,-3.0,101.3,70.0,0.0,No,No,Cloudy,Winter,,100.3,96.8,Balanced,Medium,Attendance Monitoring,Completed,2024-01-24T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-25,Thursday,1.0,1.0,2024.0,Morning,Morning,Present,07:15,15:57,7.6,1.1,0.0,0.0,0.0,64.0,1.0,38.0,24.0,68.0,94.0,85.6,47.6,22.0,2.0,5936.0,256736.56,60.2,236.0,234.0,2.0,99.2,70.0,0.0,No,No,Rainy,Winter,,99.7,97.7,Balanced,Low,Routine Update,Completed,2024-01-25T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-26,Friday,1.0,1.0,2024.0,Rotational,Morning,Absent,,,,,,,,,,0.0,0.0,65.4,,,,22.0,3.0,6084.0,274982.05,61.6,224.0,228.0,-4.0,101.8,72.7,0.0,No,No,Rainy,Winter,,103.2,103.0,Balanced,Medium,Attendance Monitoring,Completed,2024-01-26T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-27,Saturday,1.0,1.0,2024.0,Morning,Morning,Remote Work,07:19,17:16,8.9,1.3,0.0,0.0,15.0,64.5,1.0,33.0,22.0,66.7,106.3,95.4,50.6,22.0,3.0,6136.0,227121.17,61.0,241.0,236.0,5.0,97.9,71.8,0.0,No,Yes,Windy,Winter,,113.7,106.2,Balanced,Medium,Attendance Monitoring,Completed,2024-01-27T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-28,Sunday,1.0,1.0,2024.0,Morning,Morning,Leave,,,,,,,,,,0.0,0.0,64.3,,,,22.0,3.0,6203.0,260602.73,66.1,230.0,234.0,-4.0,101.7,71.0,0.0,No,Yes,Snowy,Winter,,114.6,106.0,Balanced,Medium,Attendance Monitoring,Completed,2024-01-28T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-29,Monday,1.0,1.0,2024.0,Rotational,Morning,Present,17:57,04:27,9.6,0.9,0.0,4.0,0.0,60.0,1.0,33.0,20.0,65.5,115.2,103.0,42.8,22.0,3.0,6317.0,260412.04,61.9,225.0,235.0,-10.0,104.4,70.0,0.0,No,No,Rainy,Winter,,103.9,108.2,Balanced,Medium,Attendance Monitoring,Completed,2024-01-29T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-30,Tuesday,1.0,1.0,2024.0,Evening,Morning,Present,15:11,23:35,7.4,1.0,0.0,0.0,0.0,61.2,1.0,39.0,25.0,66.7,96.1,81.1,46.2,22.0,3.0,6159.0,250904.25,63.9,235.0,236.0,-1.0,100.4,71.8,0.0,No,No,Snowy,Winter,,104.1,104.1,Balanced,Medium,Attendance Monitoring,Completed,2024-01-30T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-31,Wednesday,1.0,1.0,2024.0,Evening,Morning,Present,15:22,23:46,7.7,0.7,0.0,0.0,0.0,60.0,1.0,32.0,20.0,67.7,99.9,89.2,44.1,22.0,3.0,5948.0,271127.48,59.7,227.0,228.0,-1.0,100.4,70.1,0.0,No,No,Snowy,Winter,,96.8,99.2,Balanced,Medium,Attendance Monitoring,Completed,2024-01-31T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-01,Thursday,2.0,1.0,2024.0,Rotational,Morning,Present,20:10,04:40,7.7,0.8,0.0,10.0,0.0,60.0,1.0,33.0,20.0,68.8,101.0,87.4,42.8,22.0,3.0,6160.0,232225.84,61.4,234.0,231.0,3.0,98.7,70.0,0.0,No,No,Rainy,Winter,,97.7,103.3,Balanced,Low,Routine Update,Completed,2024-02-01T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-02,Friday,2.0,1.0,2024.0,Morning,Morning,Present,07:20,18:50,8.3,1.0,2.2,0.0,0.0,60.0,1.0,36.0,22.0,69.7,102.5,116.2,43.1,22.0,3.0,5941.0,237705.51,60.2,234.0,230.0,4.0,98.3,72.8,0.0,No,No,Cloudy,Winter,,103.0,100.8,Balanced,Low,Routine Update,Completed,2024-02-02T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-03,Saturday,2.0,1.0,2024.0,Morning,Morning,Leave,,,,,,,,,,0.0,0.0,67.6,,,,22.0,3.0,6471.0,287152.71,68.9,242.0,236.0,6.0,97.5,71.5,0.0,No,Yes,Cloudy,Winter,,106.2,113.4,Balanced,Medium,Attendance Monitoring,Completed,2024-02-03T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-04,Sunday,2.0,1.0,2024.0,Morning,Morning,Present,07:03,16:33,8.6,0.9,0.0,0.0,0.0,63.0,1.0,39.0,24.0,68.6,108.3,94.9,45.6,22.0,3.0,6452.0,248392.77,68.6,237.0,238.0,-1.0,100.4,74.2,0.0,No,Yes,Windy,Winter,,106.0,112.8,Balanced,Medium,Attendance Monitoring,Completed,2024-02-04T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-05,Monday,2.0,1.0,2024.0,Morning,Morning,Present,07:38,18:08,9.5,1.0,0.0,29.0,0.0,60.0,1.0,37.0,22.0,69.4,120.8,107.0,42.0,22.0,3.0,6289.0,289349.3,66.3,235.0,230.0,5.0,97.9,74.8,0.0,No,No,Sunny,Winter,,108.2,109.4,Balanced,Medium,Attendance Monitoring,Completed,2024-02-05T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-06,Tuesday,2.0,1.0,2024.0,Morning,Morning,Present,07:01,15:41,7.8,1.0,0.0,0.0,8.0,64.0,1.0,35.0,22.0,70.3,100.8,85.4,47.3,22.0,3.0,6085.0,260672.62,60.1,229.0,232.0,-3.0,101.3,70.0,0.0,No,No,Windy,Winter,,104.1,100.9,Balanced,Medium,Attendance Monitoring,Completed,2024-02-06T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-07,Wednesday,2.0,1.0,2024.0,Evening,Morning,Present,15:15,01:57,9.4,1.3,0.0,0.0,0.0,60.3,1.0,33.0,20.0,71.1,114.9,100.8,43.0,22.0,3.0,5946.0,231221.25,57.0,230.0,233.0,-3.0,101.3,70.0,0.0,No,No,Rainy,Winter,,99.2,98.9,Balanced,Medium,Attendance Monitoring,Completed,2024-02-07T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-08,Thursday,2.0,1.0,2024.0,Morning,Morning,Present,07:24,19:00,8.8,1.3,1.5,0.0,0.0,64.5,2.0,33.0,21.0,71.8,112.7,114.5,48.3,22.0,3.0,5932.0,261911.83,57.6,222.0,229.0,-7.0,103.2,72.2,0.0,No,No,Rainy,Winter,,103.3,100.5,Balanced,Medium,Attendance Monitoring,Completed,2024-02-08T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-09,Friday,2.0,1.0,2024.0,Rotational,Morning,Present,17:55,03:25,8.6,0.9,0.0,0.0,0.0,61.4,1.0,34.0,20.0,72.5,111.4,97.6,42.5,22.0,3.0,5976.0,248139.0,58.8,228.0,227.0,1.0,99.6,70.0,0.0,No,No,Rainy,Winter,,100.8,98.1,Balanced,Low,Routine Update,Completed,2024-02-09T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47.0,Operations,Operations Analyst,Full-Time,2022-08-20,5.0,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-02-10,Saturday,2.0,1.0,2024.0,Morning,Morning,Present,07:43,17:31,8.9,0.9,0.0,24.0,0.0,60.6,1.0,37.0,21.0,73.2,110.3,96.8,40.5,22.0,3.0,6373.0,242816.31,69.5,240.0,235.0,5.0,97.9,73.3,0.0,No,Yes,Cloudy,Winter,,113.4,112.9,Balanced,Medium,Attendance Monitoring,Completed,2024-02-10T23:59:00Z
